	GT1	GT10	GT11	GT12	GT13	GT14	GT15	GT16	GT17	GT18	GT2	GT3	GT4	GT5	GT6	GT7	GT8	GT9	HHM1	HHM10	HHM11	HHM12	HHM13	HHM14	HHM15	HHM16	HHM17	HHM18	HHM2	HHM3	HHM4	HHM5	HHM6	HHM7	HHM8	HHM9
ASV_19215	1	0	0	1	0	14	0	1	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0
ASV_19226	0	2	0	7	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	3	0	10	0	2	0	0	0	0	0	0	0	0
ASV_19248	0	0	0	7	11	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ASV_19290	0	1	0	6	0	1	0	0	0	0	0	0	0	2	0	0	7	2	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1
ASV_19301	0	0	0	4	10	1	0	6	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0
ASV_19362	1	2	0	0	0	4	0	0	0	0	0	0	0	6	0	0	4	7	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
ASV_19587	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	17
ASV_19955	2	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	3	0	4	1	6	0	0	0	6	0	0	0	1
ASV_20020	10	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	8	0	0	0	0
ASV_20032	4	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	2	2	0	1	0	0	0	3	0	2	0	3	0	0	0	2	0	0	0	7
ASV_20112	11	2	0	7	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	1
ASV_20145	4	5	0	0	1	1	0	1	0	0	0	0	0	3	0	0	8	2	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
ASV_20155	0	19	0	1	4	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
ASV_20166	0	3	0	6	0	1	0	1	0	0	0	0	0	4	0	0	3	1	0	2	0	0	0	0	0	1	1	1	0	0	0	2	0	0	0	3
ASV_20172	0	10	0	0	3	0	0	0	0	0	0	0	0	0	0	0	10	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV_20498	0	2	0	3	4	0	0	3	0	0	0	0	0	2	0	0	3	6	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0
ASV_20866	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	22
ASV_20868	0	0	0	0	2	0	0	19	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
ASV_21166	4	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	2	0	1	0	0	0	0	0	3	2	0	0	0	0	1	0	0	0	0
ASV_21347	2	1	0	5	0	0	0	5	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0	8	0	0	0	1	0	0	0	2
ASV_21433	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	13
ASV_21474	2	2	0	1	2	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	1	3	0	0	0	0	0	0	0	4
ASV_21493	1	1	0	3	0	4	0	1	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	1	6	1	0	0	0	4	0	0	0	2
ASV_21532	0	6	0	5	5	3	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	2
ASV_21936	4	0	0	2	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	7	0	0	0	6	0	0	0	0
ASV_21943	0	0	0	2	0	1	0	6	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7
ASV_21997	0	0	0	2	1	10	0	0	0	0	0	0	0	1	0	0	2	2	0	1	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	1
ASV_22053	1	1	0	1	1	1	0	7	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	4	0	1	2	4	0	0	0	0	0	0	0	3
ASV_22753	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	3	2	0	0	0	18	0	0	0	0
ASV_22852	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	20
ASV_22908	3	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	12	0	4	0	0	0	2	0	0	0	1
ASV_22932	3	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	7
ASV_23002	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	24	0	0	0	0
ASV_23011	1	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	3	0	2	9	6	0	0	0	1	0	0	0	0
ASV_23035	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	12	0	0	0	0	0	0	0	2
ASV_23041	2	0	0	2	4	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	4	0	3	0	1	0	0	0	2	0	0	0	4
ASV_23090	4	0	0	6	1	6	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	0	0	0	1
ASV_23106	0	13	0	0	0	0	0	0	0	0	0	0	0	2	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_23127	0	7	0	5	3	1	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	1
ASV_23179	3	1	0	6	1	1	0	8	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	2	1	2	0	0	0	0	0	0	0	1
ASV_23223	0	5	0	2	0	2	0	0	0	0	0	0	0	3	0	0	1	7	0	1	0	0	0	1	0	0	3	2	0	0	0	0	0	0	0	2
ASV_23564	2	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	2	2	0	0	0	2	0	0	0	9
ASV_23578	0	0	0	10	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	6	1	0	0	0	4	0	0	0	0
ASV_23663	0	3	0	0	10	5	0	0	0	0	0	0	0	0	0	0	3	2	0	2	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0
ASV_23667	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
ASV_23673	0	0	0	1	8	1	0	2	0	0	0	0	0	1	0	0	4	0	0	4	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV_24028	0	0	0	0	1	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	1	0	0	0	2
ASV_24475	0	3	0	2	2	0	0	0	0	0	0	0	0	3	0	0	12	0	0	2	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0
ASV_24694	1	0	0	1	0	2	0	2	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	12	0	0	0	2
ASV_24710	1	3	0	0	2	0	0	10	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1
ASV_24727	12	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	6	0	1	0	0	0	0	0	1	0	0	0	2
ASV_24763	4	0	0	4	1	0	0	2	0	0	0	0	0	0	0	0	1	5	0	3	0	0	0	1	0	0	2	2	0	0	0	2	0	0	0	2
ASV_25035	0	1	0	0	0	0	0	9	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	5
ASV_25060	0	3	0	0	3	0	0	13	0	0	0	0	0	3	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1
ASV_25070	0	17	0	2	5	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_25422	1	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	2	0	0	4	5	0	0	0	5	0	0	0	2
ASV_25534	0	2	0	6	2	0	0	0	0	0	0	0	0	0	0	0	5	1	0	7	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0
ASV_25544	0	0	0	4	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	14	0	0	0	0	0	0	0	0
ASV_25585	4	0	0	12	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
ASV_26090	1	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	17
ASV_11744	2	0	0	1	0	1	0	1	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	2	0	5	2	2	0	0	0	2	0	0	0	4
ASV_12029	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
ASV_12757	3	0	0	1	0	7	0	0	0	0	0	0	0	2	0	0	5	4	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1
ASV_12766	3	0	0	5	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	7	0	0	0	8	0	0	0	0
ASV_12779	6	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	6	0	10	0	2	0	0	0	0	0	0	0	0
ASV_12808	0	4	0	9	3	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	1	3	0	0	0	0	0	0	0	0
ASV_12816	0	8	0	2	0	0	0	0	0	0	0	0	0	7	0	0	3	1	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0
ASV_13030	0	2	0	1	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_13039	0	0	0	4	0	19	0	1	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_13291	7	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	2	0	5	0	0	0	2	0	0	0	1
ASV_13317	10	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	1	4	1	0	0	0	2	0	0	0	1
ASV_13326	2	1	0	4	1	0	0	11	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
ASV_13347	3	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	7	0	0	0	0	0	3	0	2	2	2	0	0	0	4	0	0	0	1
ASV_13371	11	1	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0
ASV_13375	0	5	0	0	0	0	0	1	0	0	0	0	0	13	0	0	1	1	0	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	2
ASV_13561	0	0	0	4	0	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	4	2	8	0	0	0	2	0	0	0	0
ASV_13571	0	0	0	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
ASV_13573	0	0	0	6	3	9	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0
ASV_13578	0	0	0	2	16	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	1	0	0	0	0
ASV_13790	10	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	3	0	0	0	3	0	0	0	2	0	0	0	0
ASV_13792	6	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	3	1	1	0	0	0	0	0	0	0	9
ASV_13793	6	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	2	6	0	0	0	5	0	0	0	1
ASV_13822	7	0	0	8	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	7	0	0	0	0
ASV_13846	5	0	0	6	0	1	0	1	0	0	0	0	0	2	0	0	2	1	0	2	0	0	0	2	0	2	3	1	0	0	0	0	0	0	0	0
ASV_13879	3	0	0	5	4	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	1	1	8	0	0	0	0	0	0	0	0
ASV_13893	2	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9	0	0	0	3	0	0	0	0
ASV_13909	4	0	0	1	2	3	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	1	2	3	0	0	0	0	0	0	0	3
ASV_13965	1	5	0	2	1	0	0	1	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	2	0	0	2	4	0	0	0	0	0	0	0	2
ASV_13976	0	1	0	0	9	0	0	0	0	0	0	0	0	7	0	0	3	2	0	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ASV_14161	1	0	0	7	8	2	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ASV_14167	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	11	0	3	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV_14466	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	1	0	0	0	2	0	0	0	0
ASV_14469	6	3	0	1	0	0	0	3	0	0	0	0	0	6	0	0	3	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
ASV_14504	4	0	0	4	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	11
ASV_14529	3	1	0	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	4	0	2	1	7	0	0	0	2	0	0	0	2
ASV_14543	1	2	0	8	0	0	0	3	0	0	0	0	0	1	0	0	3	6	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
ASV_14545	11	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	4
ASV_14569	0	3	0	0	5	12	0	0	0	0	0	0	0	1	0	0	2	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ASV_14571	0	6	0	0	0	2	0	0	0	0	0	0	0	2	0	0	10	3	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV_14579	0	1	0	3	0	2	0	2	0	0	0	0	0	1	0	0	1	8	0	1	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0
ASV_14595	0	17	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
ASV_14596	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	12
ASV_14620	0	5	0	4	0	5	0	2	0	0	0	0	0	1	0	0	3	1	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	2
ASV_14789	0	1	0	1	0	7	0	0	0	0	0	0	0	5	0	0	5	2	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV_14825	0	0	0	2	5	12	0	0	0	0	0	0	0	3	0	0	1	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_15163	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	13
ASV_15164	2	2	0	6	0	1	0	0	0	0	0	0	0	2	0	0	0	5	0	1	0	0	0	1	0	6	0	2	0	0	0	0	0	0	0	0
ASV_15181	4	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	7	0	4	1	3	0	0	0	1	0	0	0	2
ASV_15190	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	11	0	0	0	0	0	0	0	0
ASV_15197	2	0	0	7	1	3	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	3	3	1	0	0	0	0	0	0	0	1
ASV_15202	8	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	1	0	0	0	0
ASV_15220	2	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	0	2	0	0	0	1	0	1	1	5	0	0	0	5	0	0	0	2
ASV_15233	2	0	0	1	1	8	0	1	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	1	0	0	0	4	0	0	0	2	0	0	0	3
ASV_15256	6	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	4	0	0	0	6	0	0	0	0
ASV_15313	0	1	0	6	0	1	0	2	0	0	0	0	0	1	0	0	0	6	0	1	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0
ASV_15525	0	0	0	7	4	1	0	2	0	0	0	0	0	1	0	0	0	3	0	2	0	0	0	3	0	2	3	0	0	0	0	0	0	0	0	0
ASV_15543	0	0	0	1	2	7	0	0	0	0	0	0	0	4	0	0	4	2	0	4	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
ASV_15567	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	9	0	0	0	3	0	0	0	8
ASV_15575	1	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
ASV_15883	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	7	5	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0
ASV_15929	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17
ASV_15931	7	0	0	4	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	3	0	4	0	0	0	1	0	0	0	0
ASV_15974	4	1	0	2	1	5	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	4	0	2	1	2	0	0	0	2	0	0	0	0
ASV_16003	2	0	0	1	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	3	0	0	0	9
ASV_16014	2	1	0	1	3	0	0	0	0	0	0	0	0	4	0	0	2	3	0	8	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0
ASV_16021	8	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	1	0	2	0	0	0	0	0	0	0	0
ASV_16022	7	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	12	0	0	0	0	0	0	0	0
ASV_16035	10	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4
ASV_16041	0	5	0	2	0	0	0	6	0	0	0	0	0	2	0	0	1	1	0	1	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0
ASV_16058	0	6	0	0	3	2	0	1	0	0	0	0	0	3	0	0	3	4	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2
ASV_16065	0	4	0	1	10	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0
ASV_16068	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16081	0	1	0	1	4	0	0	11	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	3	0	0	0	2
ASV_16082	0	4	0	0	9	0	0	0	0	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
ASV_16097	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
ASV_16295	1	0	0	7	0	1	0	2	0	0	0	0	0	2	0	0	1	3	0	0	0	0	0	3	0	3	4	0	0	0	0	1	0	0	0	0
ASV_16301	0	0	0	10	0	8	0	0	0	0	0	0	0	1	0	0	3	2	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0
ASV_16302	0	1	0	11	0	3	0	1	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	1
ASV_16305	0	0	0	3	1	10	0	0	0	0	0	0	0	2	0	0	6	0	0	2	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0
ASV_16345	1	0	0	4	2	0	0	5	0	0	0	0	0	0	0	0	0	9	0	2	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	0
ASV_16373	0	0	0	0	21	0	0	0	0	0	0	0	0	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16538	0	1	0	0	0	1	0	3	0	0	0	0	0	1	0	0	9	1	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	6
ASV_16737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28
ASV_16778	2	0	0	6	0	10	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0
ASV_16779	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	4	0	0	0	2	0	0	0	1
ASV_16781	4	3	0	1	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	3	0	0	2	1	0	0	0	1	0	0	0	5
ASV_16816	2	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	7	0	1	0	4	0	0	0	4	0	0	0	2
ASV_16871	8	3	0	2	0	1	0	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0
ASV_16918	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	8	1	1	0	0	0	5	0	0	0	0
ASV_16941	0	8	0	0	3	1	0	0	0	0	0	0	0	3	0	0	6	0	0	1	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	1
ASV_16962	0	1	0	5	1	0	0	13	0	0	0	0	0	5	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_16967	0	2	0	3	5	1	0	0	0	0	0	0	0	1	0	0	7	2	0	2	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0
ASV_16979	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
ASV_16989	0	2	0	16	1	2	0	0	0	0	0	0	0	2	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_17184	0	1	0	2	0	0	0	3	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	2	0	0	1	3	0	0	0	3	0	0	0	7
ASV_17185	2	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	2	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	1
ASV_17224	0	0	0	2	0	3	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	4	0	0	0	12	0	0	0	0
ASV_17438	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	8
ASV_17439	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	21
ASV_17697	2	2	0	6	1	6	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	2
ASV_17707	3	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	4	0	0	0	0	4	0	0	0	1
ASV_17715	1	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2	3	2	0	0	0	4	0	0	0	0
ASV_17820	2	0	0	5	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	3	0	1	1	6	0	0	0	1	0	0	0	2
ASV_17895	0	2	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	5	1	5	0	0	0	0	0	0	0	0
ASV_18103	4	0	0	5	10	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	2	0	0	0	0	2	0	0	0	0
ASV_18188	1	0	0	5	0	5	0	7	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
ASV_18211	0	0	0	0	18	3	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
ASV_18239	1	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV_18729	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	3	0	1	0	9	0	0	0	4	0	0	0	1
ASV_18754	5	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	4	0	4	0	4	0	0	0	4	0	0	0	1
ASV_18777	1	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	2	0	3	2	1	0	0	0	2	0	0	0	8
ASV_18787	1	3	0	5	0	6	0	1	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
ASV_18944	0	5	0	2	2	1	0	5	0	0	0	0	0	1	0	0	1	6	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ASV_19206	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	14	0	0	0	0
ASV_19261	3	0	0	3	0	1	0	7	0	0	0	0	0	5	0	0	3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
