	GT1	GT10	GT11	GT12	GT13	GT14	GT15	GT16	GT17	GT18	GT2	GT3	GT4	GT5	GT6	GT7	GT8	GT9	HHM1	HHM10	HHM11	HHM12	HHM13	HHM14	HHM15	HHM16	HHM17	HHM18	HHM2	HHM3	HHM4	HHM5	HHM6	HHM7	HHM8	HHM9
ASV_2872	0	5	0	23	22	7	0	6	0	0	0	0	0	21	0	0	8	21	0	7	0	0	0	0	0	10	5	1	0	0	0	4	0	0	0	5
ASV_3133	14	18	0	9	0	3	0	7	0	0	0	0	0	14	0	0	9	6	0	0	0	0	0	7	0	24	1	16	0	0	0	6	0	0	0	11
ASV_3242	1	8	0	45	2	0	0	7	0	0	0	0	0	16	0	0	6	6	0	5	0	0	0	8	0	6	0	20	0	0	0	7	0	0	0	8
ASV_3290	12	1	0	25	13	5	0	6	0	0	0	0	0	12	0	0	8	10	0	4	0	0	0	9	0	17	10	2	0	0	0	8	0	0	0	3
ASV_3370	7	0	0	23	10	41	0	0	0	0	0	0	0	3	0	0	0	36	0	3	0	0	0	2	0	3	10	0	0	0	0	6	0	0	0	1
ASV_3852	6	7	0	15	1	8	0	10	0	0	0	0	0	21	0	0	7	2	0	1	0	0	0	6	0	5	8	15	0	0	0	9	0	0	0	24
ASV_5022	17	10	0	35	1	10	0	4	0	0	0	0	0	7	0	0	9	0	0	1	0	0	0	24	0	9	2	6	0	0	0	5	0	0	0	5
ASV_12287	16	4	0	4	1	3	0	40	0	0	0	0	0	3	0	0	3	0	0	2	0	0	0	10	0	0	1	11	0	0	0	1	0	0	0	45
ASV_2750	28	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	31	0	79	0	1	0	0	0	1	0	0	0	1
ASV_2862	1	6	0	41	2	31	0	9	0	0	0	0	0	6	0	0	1	7	0	2	0	0	0	0	0	11	6	7	0	0	0	14	0	0	0	0
ASV_2910	9	2	0	14	7	4	0	5	0	0	0	0	0	5	0	0	3	48	0	6	0	0	0	5	0	14	16	4	0	0	0	2	0	0	0	0
ASV_2913	24	5	0	12	5	5	0	20	0	0	0	0	0	4	0	0	2	4	0	0	0	0	0	15	0	2	4	10	0	0	0	4	0	0	0	28
ASV_2915	5	3	0	16	7	11	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	3	0	0	54	19	0	0	0	15	0	0	0	6
ASV_2960	0	10	0	9	21	18	0	4	0	0	0	0	0	9	0	0	21	7	0	11	0	0	0	1	0	20	9	1	0	0	0	1	0	0	0	2
ASV_3034	7	2	0	30	7	45	0	1	0	0	0	0	0	2	0	0	2	23	0	1	0	0	0	2	0	3	6	5	0	0	0	6	0	0	0	2
ASV_3106	0	4	0	3	12	20	0	0	0	0	0	0	0	3	0	0	8	7	0	1	0	0	0	1	0	11	50	22	0	0	0	1	0	0	0	1
ASV_3194	24	2	0	15	1	5	0	7	0	0	0	0	0	2	0	0	3	1	0	3	0	0	0	19	0	16	20	20	0	0	0	5	0	0	0	1
ASV_3288	9	5	0	22	3	13	0	9	0	0	0	0	0	7	0	0	0	9	0	11	0	0	0	12	0	25	9	5	0	0	0	2	0	0	0	3
ASV_3506	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	1	0	2	1	3	0	0	0	124	0	0	0	1
ASV_3544	2	5	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV_3555	55	2	0	30	13	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	21	0	0	1	1	0	0	0	0	0	0	0	13
ASV_15192	12	12	0	11	3	1	0	35	0	0	0	0	0	35	0	0	1	0	0	1	0	0	0	8	0	4	2	2	0	0	0	1	0	0	0	15
ASV_2633	9	0	0	14	9	32	0	1	0	0	0	0	0	10	0	0	6	18	0	0	0	0	0	3	0	10	14	7	0	0	0	6	0	0	0	4
ASV_2715	28	2	0	22	0	3	0	1	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	39	0	30	4	3	0	0	0	5	0	0	0	1
ASV_2718	8	0	0	15	6	27	0	2	0	0	0	0	0	8	0	0	7	18	0	3	0	0	0	4	0	17	10	1	0	0	0	15	0	0	0	2
ASV_2747	22	4	0	28	4	13	0	5	0	0	0	0	0	15	0	0	0	2	0	1	0	0	0	11	0	10	2	17	0	0	0	3	0	0	0	6
ASV_2759	0	3	0	18	6	45	0	1	0	0	0	0	0	12	0	0	9	12	0	7	0	0	0	1	0	10	16	0	0	0	0	1	0	0	0	2
ASV_2822	16	11	0	12	0	5	0	26	0	0	0	0	0	4	0	0	3	12	0	2	0	0	0	12	0	9	3	8	0	0	0	0	0	0	0	20
ASV_2874	0	1	0	7	95	11	0	4	0	0	0	0	0	3	0	0	5	4	0	1	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	1
ASV_2908	21	0	0	6	6	11	0	3	0	0	0	0	0	5	0	0	3	18	0	4	0	0	0	14	0	11	11	18	0	0	0	6	0	0	0	6
ASV_2991	6	6	0	55	1	2	0	19	0	0	0	0	0	12	0	0	0	1	0	3	0	0	0	11	0	8	4	5	0	0	0	3	0	0	0	7
ASV_2997	35	0	0	2	0	5	0	7	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	5	0	2	3	32	0	0	0	9	0	0	0	39
ASV_3094	11	1	0	13	2	12	0	6	0	0	0	0	0	4	0	0	7	5	0	4	0	0	0	20	0	10	15	17	0	0	0	16	0	0	0	0
ASV_3188	3	8	0	16	14	20	0	2	0	0	0	0	0	8	0	0	12	16	0	8	0	0	0	0	0	9	22	2	0	0	0	3	0	0	0	0
ASV_3317	2	0	0	104	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	3	0	0	0	23	0	0	0	1
ASV_3969	9	20	0	17	0	1	0	5	0	0	0	0	0	2	0	0	3	6	0	1	0	0	0	20	0	10	0	15	0	0	0	5	0	0	0	29
ASV_4109	5	2	0	9	6	5	0	1	0	0	0	0	0	11	0	0	6	3	0	0	0	0	0	9	0	65	5	2	0	0	0	12	0	0	0	2
ASV_4482	0	11	0	6	37	3	0	19	0	0	0	0	0	2	0	0	17	5	0	6	0	0	0	0	0	8	20	1	0	0	0	3	0	0	0	5
ASV_2495	37	0	0	31	0	9	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	0	6	0	6	8	23	0	0	0	12	0	0	0	1
ASV_2831	0	9	0	39	5	4	0	31	0	0	0	0	0	7	0	0	7	10	0	6	0	0	0	0	0	12	2	6	0	0	0	4	0	0	0	0
ASV_2855	12	3	0	1	4	2	0	68	0	0	0	0	0	3	0	0	2	17	0	3	0	0	0	7	0	7	3	4	0	0	0	3	0	0	0	3
ASV_2896	0	4	0	18	36	4	0	27	0	0	0	0	0	6	0	0	3	9	0	6	0	0	0	1	0	14	6	7	0	0	0	0	0	0	0	1
ASV_2946	16	2	0	50	1	3	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	10	0	0	0	48	0	0	0	5	0	0	0	4
ASV_3073	3	7	0	20	22	6	0	3	0	0	0	0	0	12	0	0	7	27	0	6	0	0	0	0	0	16	5	5	0	0	0	2	0	0	0	1
ASV_3199	1	17	0	7	13	6	0	13	0	0	0	0	0	27	0	0	10	11	0	6	0	0	0	4	0	15	3	1	0	0	0	1	0	0	0	7
ASV_3201	1	1	0	16	13	13	0	11	0	0	0	0	0	14	0	0	16	13	0	9	0	0	0	1	0	16	9	2	0	0	0	1	0	0	0	6
ASV_3330	10	7	0	19	0	2	0	8	0	0	0	0	0	32	0	0	1	3	0	3	0	0	0	13	0	9	0	15	0	0	0	6	0	0	0	14
ASV_3777	15	1	0	14	8	5	0	1	0	0	0	0	0	3	0	0	3	28	0	3	0	0	0	14	0	22	8	13	0	0	0	4	0	0	0	0
ASV_3985	0	6	0	6	10	7	0	0	0	0	0	0	0	11	0	0	10	58	0	8	0	0	0	0	0	0	16	3	0	0	0	0	0	0	0	7
ASV_2355	10	1	0	14	4	15	0	13	0	0	0	0	0	4	0	0	7	6	0	4	0	0	0	8	0	14	5	23	0	0	0	6	0	0	0	7
ASV_2753	2	4	0	9	13	15	0	24	0	0	0	0	0	8	0	0	13	11	0	1	0	0	0	6	0	14	7	2	0	0	0	3	0	0	0	9
ASV_2758	0	3	0	26	32	12	0	5	0	0	0	0	0	3	0	0	7	23	0	7	0	0	0	1	0	6	15	0	0	0	0	0	0	0	0	1
ASV_2806	0	0	0	14	53	14	0	1	0	0	0	0	0	17	0	0	3	18	0	4	0	0	0	0	0	6	5	6	0	0	0	0	0	0	0	0
ASV_2873	0	1	0	21	10	25	0	1	0	0	0	0	0	0	0	0	44	6	0	7	0	0	0	0	0	8	17	1	0	0	0	0	0	0	0	0
ASV_2897	0	1	0	19	48	7	0	19	0	0	0	0	0	7	0	0	4	8	0	9	0	0	0	0	0	6	11	0	0	0	0	0	0	0	0	2
ASV_2911	15	0	0	3	3	2	0	6	0	0	0	0	0	1	0	0	2	17	0	0	0	0	0	11	0	3	3	24	0	0	0	18	0	0	0	33
ASV_2954	1	1	0	13	1	7	0	8	0	0	0	0	0	19	0	0	38	13	0	8	0	0	0	0	0	13	2	3	0	0	0	8	0	0	0	6
ASV_3063	6	0	0	29	0	1	0	2	0	0	0	0	0	2	0	0	1	74	0	0	0	0	0	2	0	1	2	10	0	0	0	11	0	0	0	0
ASV_3102	4	6	0	27	0	3	0	10	0	0	0	0	0	20	0	0	3	0	0	2	0	0	0	24	0	20	1	10	0	0	0	1	0	0	0	10
ASV_3246	0	55	0	5	5	1	0	2	0	0	0	0	0	7	0	0	27	2	0	12	0	0	0	0	0	3	4	1	0	0	0	12	0	0	0	5
ASV_3345	0	9	0	36	32	15	0	2	0	0	0	0	0	6	0	0	4	11	0	1	0	0	0	0	0	7	17	0	0	0	0	0	0	0	0	1
ASV_3980	40	3	0	17	3	11	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	16	0	4	5	28	0	0	0	9	0	0	0	2
ASV_8026	16	3	0	9	6	10	0	5	0	0	0	0	0	5	0	0	7	15	0	5	0	0	0	11	0	20	15	3	0	0	0	7	0	0	0	4
ASV_2627	7	1	0	17	7	9	0	0	0	0	0	0	0	3	0	0	2	13	0	1	0	0	0	3	0	7	65	3	0	0	0	1	0	0	0	1
ASV_2657	9	3	0	5	3	2	0	22	0	0	0	0	0	33	0	0	1	0	0	2	0	0	0	8	0	18	1	11	0	0	0	4	0	0	0	18
ASV_2707	2	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	7	6	2	0	0	0	2	0	0	0	2
ASV_2784	36	4	0	2	0	5	0	18	0	0	0	0	0	8	0	0	8	2	0	1	0	0	0	31	0	7	0	5	0	0	0	1	0	0	0	12
ASV_2790	0	10	0	5	34	9	0	0	0	0	0	0	0	5	0	0	32	7	0	9	0	0	0	0	0	18	6	1	0	0	0	2	0	0	0	2
ASV_2870	0	2	0	14	47	9	0	2	0	0	0	0	0	8	0	0	17	24	0	3	0	0	0	0	0	11	3	0	0	0	0	0	0	0	0	0
ASV_3041	31	2	0	0	3	0	0	2	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	13	0	1	6	16	0	0	0	11	0	0	0	48
ASV_3057	0	0	0	12	60	4	0	3	0	0	0	0	0	3	0	0	7	23	0	1	0	0	0	0	0	7	17	2	0	0	0	0	0	0	0	1
ASV_3182	15	11	0	56	0	3	0	6	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	11	0	9	8	2	0	0	0	1	0	0	0	7
ASV_3300	0	8	0	7	5	12	0	2	0	0	0	0	0	21	0	0	7	37	0	6	0	0	0	4	0	16	4	5	0	0	0	0	0	0	0	6
ASV_3335	19	2	0	6	0	3	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	2	55	0	0	0	21	0	0	0	22
ASV_3974	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	134
ASV_4581	4	3	0	13	16	11	0	34	0	0	0	0	0	14	0	0	5	9	0	5	0	0	0	3	0	5	6	3	0	0	0	3	0	0	0	6
ASV_6682	0	3	0	8	12	9	0	1	0	0	0	0	0	5	0	0	10	18	0	10	0	0	0	0	0	4	57	2	0	0	0	0	0	0	0	1
ASV_2405	16	0	0	21	4	7	0	0	0	0	0	0	0	4	0	0	5	9	0	2	0	0	0	5	0	15	15	24	0	0	0	8	0	0	0	4
ASV_2689	18	8	0	9	1	5	0	11	0	0	0	0	0	8	0	0	2	9	0	3	0	0	0	13	0	20	3	17	0	0	0	2	0	0	0	10
ASV_2760	0	27	0	4	1	11	0	1	0	0	0	0	0	6	0	0	50	5	0	14	0	0	0	0	0	3	16	1	0	0	0	0	0	0	0	0
ASV_2823	50	0	0	18	1	28	0	3	0	0	0	0	0	3	0	0	5	1	0	0	0	0	0	9	0	5	4	4	0	0	0	8	0	0	0	0
ASV_2951	21	5	0	13	2	6	0	11	0	0	0	0	0	21	0	0	4	11	0	4	0	0	0	7	0	10	4	8	0	0	0	4	0	0	0	8
ASV_3067	8	2	0	24	16	14	0	3	0	0	0	0	0	6	0	0	3	13	0	1	0	0	0	5	0	8	13	10	0	0	0	12	0	0	0	1
ASV_3181	43	1	0	1	4	5	0	7	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	12	0	9	4	15	0	0	0	6	0	0	0	26
ASV_3233	14	3	0	9	9	13	0	20	0	0	0	0	0	9	0	0	5	19	0	6	0	0	0	5	0	8	3	5	0	0	0	4	0	0	0	7
ASV_3334	3	6	0	16	4	11	0	29	0	0	0	0	0	8	0	0	2	10	0	1	0	0	0	8	0	25	7	5	0	0	0	2	0	0	0	2
ASV_3473	1	6	0	17	5	26	0	2	0	0	0	0	0	13	0	0	2	7	0	3	0	0	0	2	0	6	4	13	0	0	0	32	0	0	0	0
ASV_3507	3	8	0	9	0	0	0	55	0	0	0	0	0	7	0	0	11	1	0	6	0	0	0	4	0	22	1	3	0	0	0	1	0	0	0	8
ASV_3549	9	1	0	12	0	1	0	32	0	0	0	0	0	8	0	0	4	6	0	3	0	0	0	8	0	24	3	15	0	0	0	8	0	0	0	5
ASV_3701	0	0	0	7	16	4	0	0	0	0	0	0	0	10	0	0	49	10	0	24	0	0	0	0	0	1	15	0	0	0	0	0	0	0	0	3
ASV_3858	4	1	0	11	0	0	0	62	0	0	0	0	0	2	0	0	0	15	0	2	0	0	0	1	0	3	5	8	0	0	0	6	0	0	0	19
ASV_4918	11	7	0	16	3	13	0	4	0	0	0	0	0	13	0	0	4	12	0	9	0	0	0	10	0	16	7	4	0	0	0	6	0	0	0	4
ASV_5464	1	2	0	49	28	5	0	0	0	0	0	0	0	1	0	0	3	0	0	2	0	0	0	0	0	4	14	8	0	0	0	5	0	0	0	17
ASV_2685	34	0	0	26	0	18	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0	0	0	17	0	10	13	10	0	0	0	3	0	0	0	1
ASV_2761	0	3	0	0	19	5	0	0	0	0	0	0	0	13	0	0	61	10	0	20	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	1
ASV_3038	18	1	0	21	5	4	0	5	0	0	0	0	0	8	0	0	5	24	0	0	0	0	0	3	0	7	22	3	0	0	0	10	0	0	0	2
ASV_3108	3	6	0	3	6	15	0	0	0	0	0	0	0	35	0	0	8	12	0	9	0	0	0	2	0	18	9	5	0	0	0	6	0	0	0	1
ASV_3134	24	5	0	13	9	12	0	5	0	0	0	0	0	13	0	0	6	8	0	1	0	0	0	15	0	12	2	8	0	0	0	0	0	0	0	5
ASV_3138	20	3	0	23	9	7	0	4	0	0	0	0	0	4	0	0	11	5	0	11	0	0	0	4	0	15	19	2	0	0	0	1	0	0	0	0
ASV_3189	33	2	0	8	0	7	0	20	0	0	0	0	0	4	0	0	1	5	0	1	0	0	0	10	0	12	3	11	0	0	0	0	0	0	0	21
ASV_3197	0	113	0	0	0	1	0	0	0	0	0	0	0	1	0	0	10	1	0	0	0	0	0	0	0	3	9	0	0	0	0	0	0	0	0	0
ASV_3299	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_3340	19	4	0	2	1	13	0	32	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	14	0	12	2	15	0	0	0	6	0	0	0	17
ASV_3533	0	4	0	14	33	4	0	1	0	0	0	0	0	7	0	0	12	15	0	17	0	0	0	0	0	17	14	0	0	0	0	0	0	0	0	0
ASV_4113	20	0	0	1	2	3	0	12	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	24	0	1	2	27	0	0	0	21	0	0	0	17
ASV_4735	34	10	0	12	1	4	0	3	0	0	0	0	0	7	0	0	4	2	0	2	0	0	0	19	0	16	7	12	0	0	0	2	0	0	0	3
ASV_2505	0	3	0	13	12	14	0	5	0	0	0	0	0	10	0	0	17	6	0	16	0	0	0	0	0	33	8	0	0	0	0	0	0	0	0	0
ASV_2638	0	5	0	29	15	18	0	1	0	0	0	0	0	5	0	0	3	14	0	5	0	0	0	2	0	12	21	3	0	0	0	4	0	0	0	0
ASV_2724	0	9	0	7	16	10	0	0	0	0	0	0	0	11	0	0	18	16	0	20	0	0	0	0	0	4	24	0	0	0	0	1	0	0	0	1
ASV_2934	0	0	0	2	20	3	0	2	0	0	0	0	0	3	0	0	7	37	0	10	0	0	0	1	0	17	23	3	0	0	0	8	0	0	0	1
ASV_3007	0	2	0	40	2	17	0	0	0	0	0	0	0	5	0	0	7	10	0	9	0	0	0	4	0	3	9	12	0	0	0	17	0	0	0	0
ASV_3123	0	1	0	25	13	7	0	15	0	0	0	0	0	6	0	0	7	28	0	6	0	0	0	0	0	4	22	0	0	0	0	1	0	0	0	2
ASV_3142	8	2	0	21	2	11	0	3	0	0	0	0	0	20	0	0	4	10	0	1	0	0	0	9	0	24	10	10	0	0	0	1	0	0	0	1
ASV_3285	28	0	0	11	1	12	0	4	0	0	0	0	0	6	0	0	5	9	0	0	0	0	0	22	0	12	5	11	0	0	0	10	0	0	0	1
ASV_3339	45	0	0	15	1	7	0	4	0	0	0	0	0	8	0	0	4	2	0	0	0	0	0	27	0	5	6	7	0	0	0	6	0	0	0	0
ASV_3462	2	4	0	7	6	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	28	57	5	0	0	0	22	0	0	0	0
ASV_3474	0	3	0	26	32	10	0	6	0	0	0	0	0	7	0	0	6	16	0	6	0	0	0	0	0	5	16	3	0	0	0	0	0	0	0	1
ASV_3504	15	4	0	0	0	1	0	44	0	0	0	0	0	5	0	0	2	1	0	1	0	0	0	20	0	2	0	6	0	0	0	3	0	0	0	33
ASV_3548	16	1	0	20	2	15	0	3	0	0	0	0	0	8	0	0	3	11	0	3	0	0	0	9	0	14	14	10	0	0	0	5	0	0	0	3
ASV_3558	29	0	0	17	4	22	0	1	0	0	0	0	0	1	0	0	0	9	0	1	0	0	0	14	0	0	4	20	0	0	0	11	0	0	0	4
ASV_3670	18	8	0	22	0	10	0	8	0	0	0	0	0	9	0	0	3	8	0	0	0	0	0	9	0	15	4	15	0	0	0	2	0	0	0	6
ASV_3780	13	0	0	17	4	25	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	11	0	2	1	33	0	0	0	21	0	0	0	6
ASV_4262	1	1	0	23	24	10	0	5	0	0	0	0	0	4	0	0	1	33	0	7	0	0	0	0	0	7	12	3	0	0	0	6	0	0	0	0
ASV_4703	0	8	0	9	31	16	0	4	0	0	0	0	0	7	0	0	5	29	0	4	0	0	0	0	0	7	7	0	0	0	0	2	0	0	0	8
ASV_4983	8	0	0	61	2	4	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	1	0	9	5	27	0	0	0	1	0	0	0	12
ASV_2754	1	2	0	24	0	7	0	1	0	0	0	0	0	18	0	0	18	15	0	38	0	0	0	0	0	9	1	0	0	0	0	2	0	0	0	0
ASV_2912	67	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	9	0	5	0	0	0	3	0	0	0	0
ASV_2958	10	5	0	5	14	5	0	7	0	0	0	0	0	8	0	0	8	17	0	3	0	0	0	8	0	11	8	6	0	0	0	5	0	0	0	16
ASV_3045	1	4	0	26	13	18	0	2	0	0	0	0	0	8	0	0	6	28	0	5	0	0	0	0	0	12	12	0	0	0	0	1	0	0	0	0
ASV_3139	3	0	0	21	35	17	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	3	28	7	0	0	0	10	0	0	0	3
ASV_3192	3	15	0	13	1	11	0	15	0	0	0	0	0	20	0	0	13	10	0	6	0	0	0	3	0	19	6	0	0	0	0	1	0	0	0	0
ASV_3491	0	0	0	11	21	1	0	1	0	0	0	0	0	13	0	0	34	8	0	19	0	0	0	0	0	16	12	0	0	0	0	0	0	0	0	0
ASV_3679	0	119	0	0	0	1	0	1	0	0	0	0	0	3	0	0	6	3	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
ASV_4334	30	2	0	6	0	11	0	4	0	0	0	0	0	4	0	0	6	6	0	5	0	0	0	24	0	12	1	8	0	0	0	4	0	0	0	13
ASV_4651	12	12	0	6	6	4	0	15	0	0	0	0	0	10	0	0	9	6	0	4	0	0	0	11	0	15	2	9	0	0	0	5	0	0	0	10
ASV_5301	11	6	0	10	4	1	0	0	0	0	0	0	0	5	0	0	51	2	0	12	0	0	0	9	0	8	4	2	0	0	0	9	0	0	0	2
ASV_2755	0	6	0	5	9	57	0	0	0	0	0	0	0	9	0	0	14	10	0	6	0	0	0	0	0	12	7	0	0	0	0	0	0	0	0	0
ASV_2805	0	0	0	13	66	1	0	0	0	0	0	0	0	2	0	0	4	1	0	5	0	0	0	0	0	35	6	1	0	0	0	1	0	0	0	0
ASV_2949	17	2	0	3	0	3	0	6	0	0	0	0	0	1	0	0	2	0	0	2	0	0	0	16	0	3	1	11	0	0	0	9	0	0	0	59
ASV_3147	0	12	0	11	24	2	0	8	0	0	0	0	0	16	0	0	17	10	0	13	0	0	0	0	0	2	9	1	0	0	0	2	0	0	0	8
ASV_3623	9	0	0	11	14	5	0	5	0	0	0	0	0	8	0	0	18	14	0	10	0	0	0	6	0	9	15	3	0	0	0	3	0	0	0	5
ASV_4022	4	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	2	10	0	0	0	0	0	5	0	1	4	6	0	0	0	8	0	0	0	90
ASV_8861	0	1	0	7	1	19	0	0	0	0	0	0	0	4	0	0	5	8	0	2	0	0	0	0	0	2	43	2	0	0	0	38	0	0	0	3
ASV_2659	23	0	0	12	1	10	0	2	0	0	0	0	0	4	0	0	0	5	0	0	0	0	0	15	0	10	1	27	0	0	0	16	0	0	0	8
ASV_2825	15	0	0	4	0	5	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	31	0	17	1	27	0	0	0	17	0	0	0	12
ASV_2919	1	10	0	13	35	10	0	3	0	0	0	0	0	5	0	0	9	11	0	4	0	0	0	2	0	9	10	6	0	0	0	3	0	0	0	3
ASV_3003	7	0	0	32	4	16	0	0	0	0	0	0	0	7	0	0	3	17	0	0	0	0	0	3	0	25	8	4	0	0	0	7	0	0	0	1
ASV_3025	0	0	0	2	107	2	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	5	5	1	0	0	0	0	0	0	0	1
ASV_3040	17	1	0	10	0	1	0	62	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	18	0	5	0	2	0	0	0	2	0	0	0	12
ASV_3064	25	1	0	18	0	3	0	1	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	20	0	11	7	29	0	0	0	12	0	0	0	2
ASV_3096	13	3	0	23	1	23	0	5	0	0	0	0	0	6	0	0	4	13	0	13	0	0	0	3	0	5	4	14	0	0	0	4	0	0	0	0
ASV_3097	31	2	0	37	1	1	0	1	0	0	0	0	0	25	0	0	3	0	0	1	0	0	0	8	0	17	0	2	0	0	0	0	0	0	0	5
ASV_3105	0	13	0	15	7	11	0	10	0	0	0	0	0	26	0	0	7	19	0	10	0	0	0	1	0	6	4	2	0	0	0	0	0	0	0	3
ASV_3243	0	69	0	1	11	9	0	1	0	0	0	0	0	2	0	0	10	5	0	4	0	0	0	0	0	17	5	0	0	0	0	0	0	0	0	0
ASV_3600	0	0	0	0	6	122	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
ASV_3784	28	0	0	8	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	60	0	7	0	23	0	0	0	0	0	0	0	5
ASV_7398	24	21	0	4	0	0	0	23	0	0	0	0	0	4	0	0	2	1	0	1	0	0	0	15	0	3	1	14	0	0	0	4	0	0	0	17
ASV_2660	32	3	0	14	0	3	0	7	0	0	0	0	0	4	0	0	5	3	0	0	0	0	0	17	0	6	12	22	0	0	0	1	0	0	0	4
ASV_2826	1	0	0	34	19	22	0	10	0	0	0	0	0	2	0	0	4	7	0	5	0	0	0	1	0	10	11	2	0	0	0	4	0	0	0	1
ASV_3069	29	1	0	12	0	4	0	1	0	0	0	0	0	6	0	0	3	4	0	2	0	0	0	16	0	16	9	7	0	0	0	15	0	0	0	8
ASV_3140	5	1	0	10	1	10	0	3	0	0	0	0	0	9	0	0	2	17	0	5	0	0	0	5	0	40	8	9	0	0	0	6	0	0	0	2
ASV_3232	21	1	0	6	3	3	0	5	0	0	0	0	0	2	0	0	4	0	0	4	0	0	0	22	0	11	6	26	0	0	0	15	0	0	0	4
ASV_3284	16	0	0	74	2	6	0	0	0	0	0	0	0	2	0	0	0	7	0	2	0	0	0	4	0	10	3	3	0	0	0	3	0	0	0	1
ASV_3292	1	8	0	13	7	13	0	8	0	0	0	0	0	16	0	0	11	9	0	10	0	0	0	0	0	19	16	1	0	0	0	0	0	0	0	1
ASV_3508	1	6	0	8	10	6	0	14	0	0	0	0	0	11	0	0	42	11	0	3	0	0	0	1	0	3	13	2	0	0	0	0	0	0	0	2
ASV_3599	1	1	0	25	14	76	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
ASV_3737	24	2	0	16	0	11	0	3	0	0	0	0	0	3	0	0	1	12	0	1	0	0	0	13	0	10	0	25	0	0	0	11	0	0	0	1
ASV_3764	0	0	0	2	62	18	0	0	0	0	0	0	0	0	0	0	12	1	0	1	0	0	0	0	0	16	21	0	0	0	0	0	0	0	0	0
ASV_3793	21	3	0	1	2	9	0	18	0	0	0	0	0	3	0	0	5	6	0	3	0	0	0	19	0	9	8	7	0	0	0	1	0	0	0	18
ASV_3867	0	6	0	6	32	6	0	2	0	0	0	0	0	13	0	0	20	19	0	13	0	0	0	1	0	3	6	1	0	0	0	3	0	0	0	2
ASV_4415	0	5	0	2	22	11	0	10	0	0	0	0	0	7	0	0	21	9	0	12	0	0	0	0	0	14	19	0	0	0	0	1	0	0	0	0
ASV_4654	2	11	0	3	18	33	0	10	0	0	0	0	0	2	0	0	8	31	0	5	0	0	0	0	0	1	3	2	0	0	0	3	0	0	0	1
ASV_10592	36	8	0	0	3	0	0	17	0	0	0	0	0	2	0	0	23	4	0	1	0	0	0	5	0	6	0	3	0	0	0	1	0	0	0	23
ASV_2848	1	0	0	8	12	13	0	3	0	0	0	0	0	23	0	0	20	9	0	18	0	0	0	0	0	20	5	0	0	0	0	0	0	0	0	0
ASV_3043	0	1	0	39	0	13	0	6	0	0	0	0	0	18	0	0	10	12	0	6	0	0	0	0	0	22	3	2	0	0	0	0	0	0	0	0
